Local Timestamp Central Time (Interval Ending),UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Date,Hour Number,Total Generation (MW),Biomass Generation (MW),Coal Generation (MW),Gas Generation (MW),Gas-CC Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Generation (MW),Solar Generation (MW),Wind Generation (MW),Bus average LMP_x,Houston LMP_x,Hub average LMP_x,North LMP_x,Panhandle LMP_x,South LMP_x,West LMP_x,TOTAL Actual Load (MW),Coast Actual Load (MW),East Actual Load (MW),Far West Actual Load (MW),North Actual Load (MW),North Central Actual Load (MW),Southern Actual Load (MW),South Central Actual Load (MW),West Actual Load (MW),Bus average LMP_y,Houston LMP_y,Hub average LMP_y,North LMP_y,Panhandle LMP_y,South LMP_y,West LMP_y,SystemTotal Forecast Load (MW),Houston Forecast Load (MW),North Forecast Load (MW),South Forecast Load (MW),West Forecast Load (MW),"Comision Federal de Electricidad, Laredo Net Export (MW)","Comision Federal de Electricidad, Railroad Net Export (MW)","Southwest Power Pool, East Net Export (MW)","Southwest Power Pool, North Net Export (MW)",Average Temperature (Fahrenheit),Dallas / Fort Worth Temperature (Fahrenheit),Dallas / Fort Worth Temperature Observation Time (Central),Houston International Airport Temperature (Fahrenheit),Houston International Airport Temperature Observation Time (Central),TOTAL Actual Load (MW)_lag1,Year,Month,Day,Hour,DayOfWeek,DayOfYear,IsWeekend,Month_sin,Month_cos,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos
2024-04-18 10:00:00,4/18/2024 15:00,4/18/2024 9:45,4/18/2024,10,197608.63475,16.1453,20044.910636,7915.58068,60570.74284,101.383336,14843.42602,1003.4384200000001,32652.003264,61080.504740000004,8.43,13.01,8.1125,7.4775,-2.3775,13.122499999999999,-1.15,49405.16,12988.7,1645.29,6408.56,1530.5,13465.22,3927.46,8127.94,1311.49,10.76,13.01,11.2,9.3,-6.59,13.94,8.53,50234.799194,12731.552656,16302.447072,13067.467192,8133.332275,20.4,0.0,0.0,0.0,76.0,75.0,2024-04-18 09:53:00,77.0,2024-04-18 09:53:00,51603.25,2024,4,18,10,3,109,0,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-04-18 11:00:00,4/18/2024 15:15,4/18/2024 10:00,4/18/2024,11,205549.42411,15.630272,19991.786204,7779.076,62870.2574,102.141364,14844.6977,527.2775280000001,42651.158156,58139.55712,7.9925,11.9625,7.875,6.925,-2.305,12.2875,0.3275,51603.25,13603.81,1717.73,6528.07,1558.73,14160.67,4143.26,8533.03,1357.94,12.55,13.94,12.97,11.42,-6.27,14.79,11.71,52480.649902,13375.37226,17125.842373,13714.57008,8264.86519,20.9,0.0,0.0,0.0,79.1,78.1,2024-04-18 10:53:00,80.1,2024-04-18 10:53:00,53602.75,2024,4,18,11,3,109,0,0.8660254037844388,-0.4999999999999998,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
2024-04-18 12:00:00,4/18/2024 16:15,4/18/2024 11:00,4/18/2024,12,214105.44155,16.601552,19837.11128,10613.800424,62082.9624,102.744284,14842.873168,299.588696,49616.0055,57756.54609,8.6775,12.92,9.0275,6.7825,-3.02,13.9975,2.415,53602.75,14370.13,1798.77,6571.21,1548.87,14798.49,4345.29,8765.94,1404.04,15.46,16.45,16.04,14.27,-6.33,17.23,16.21,54880.09082,14049.811435,17941.862849,14424.252423,8464.164113,20.299999,0.0,0.0,0.0,81.5,79.0,2024-04-18 11:53:00,84.0,2024-04-18 11:53:00,55496.87,2024,4,18,12,3,109,0,0.8660254037844388,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-04-18 13:00:00,4/18/2024 17:15,4/18/2024 12:00,4/18/2024,13,221802.04937,21.469728,20675.085892,13634.470996,60815.10834,102.63336799999999,14840.038556,405.317208,52207.35445,59871.39476,8.905,14.717500000000001,9.6325,5.455,-3.09,18.61,-0.24750000000000003,55496.87,15049.34,1904.33,6614.61,1564.81,15197.36,4532.04,9152.38,1482.01,17.52,18.61,18.29,16.0,-6.13,19.63,18.93,57352.850586,14672.484444,18803.818032,15228.42186,8648.12625,20.6,0.0,0.0,0.0,82.5,80.1,2024-04-18 12:53:00,84.9,2024-04-18 12:53:00,57666.81,2024,4,18,13,3,109,0,0.8660254037844388,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
2024-04-18 14:00:00,4/18/2024 18:15,4/18/2024 13:00,4/18/2024,14,229584.49037,21.889216,24524.608444,15804.535899999999,62970.508239999996,97.501296,14836.67636,1143.405548,53099.09428,58132.77985,12.3275,20.997500000000002,13.895,5.93,-3.0975,29.68,-1.0225,57666.81,15850.97,2036.6,6571.63,1615.38,15738.59,4692.56,9613.18,1547.9,20.45,22.67,21.21,18.63,1.02,23.63,19.91,59677.089111,15266.140308,19626.315357,16009.238329,8775.395118,45.5,0.0,0.0,0.0,84.55,82.0,2024-04-18 13:53:00,87.1,2024-04-18 13:53:00,59738.07,2024,4,18,14,3,109,0,0.8660254037844388,-0.4999999999999998,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-04-18 15:00:00,4/18/2024 19:15,4/18/2024 14:00,4/18/2024,15,237987.41995,21.170132000000002,27605.995668,19790.092239999998,63658.84338,115.87976,14837.027112,1062.766876,53463.12096,58885.20009,16.2525,26.6975,18.215,8.2,-1.06,38.245000000000005,-0.28500000000000003,59738.07,16265.05,2064.56,6791.22,1622.06,16648.08,4961.15,9773.2,1612.75,22.87,27.17,23.95,19.88,5.83,28.8,19.95,61300.880737,15630.20852,20187.584434,16654.986503,8828.101281,45.5,0.0,0.0,0.0,83.9,82.9,2024-04-18 14:53:00,84.9,2024-04-18 14:53:00,61093.28,2024,4,18,15,3,109,0,0.8660254037844388,-0.4999999999999998,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
2024-04-18 16:00:00,4/18/2024 20:15,4/18/2024 15:00,4/18/2024,16,244000.46263999998,21.247264,24727.871124,22503.569744,65792.95212,282.079972,14836.856472,371.338548,55474.39981,60907.29817,10.59,15.34,10.684999999999999,8.35,-0.7075,18.62,0.43,61093.28,16388.93,2161.13,6766.38,1696.22,17290.7,5197.57,9907.7,1684.65,26.6,33.03,27.66,23.6,12.06,32.18,21.82,62058.240356,15809.841232,20308.381011,17198.013131,8742.004981,42.399998,0.0,0.0,0.0,85.45,84.9,2024-04-18 15:53:00,86.0,2024-04-18 15:53:00,62342.5,2024,4,18,16,3,109,0,0.8660254037844388,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2024-04-18 17:00:00,4/18/2024 21:15,4/18/2024 16:00,4/18/2024,17,248661.12634,21.244736,25770.083012000003,24019.528776,66904.11101,351.057452,14831.431172,485.428444,53978.20252,62998.60173,13.095,19.35,13.4825,10.1525,2.5125,22.2675,2.1575,62342.5,16406.64,2206.94,6828.18,1682.09,17855.59,5288.76,10353.72,1720.59,29.82,35.09,30.72,26.66,17.8,37.05,24.09,62425.179199,15810.502334,20327.024935,17587.006673,8700.645257,20.5,0.0,0.0,0.0,84.9,84.9,2024-04-18 16:53:00,84.9,2024-04-18 16:53:00,62617.93,2024,4,18,17,3,109,0,0.8660254037844388,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2024-04-18 18:00:00,4/18/2024 22:15,4/18/2024 17:00,4/18/2024,18,249234.17001,21.235016,26887.118484,25525.544112,66702.94804,459.72832800000003,14829.339592,269.739204,46688.71888,68582.13082,13.875,20.9375,13.6375,11.9725,1.895,21.675,-0.045,62617.93,16172.74,2246.09,6832.54,1659.0,17999.54,5236.14,10739.96,1731.92,22.63,29.22,23.43,19.21,10.76,31.15,14.13,61864.829224,15522.800263,20101.42144,17649.506458,8591.101062,32.599998,0.0,0.0,0.0,82.45,82.9,2024-04-18 17:53:00,82.0,2024-04-18 17:53:00,61072.83,2024,4,18,18,3,109,0,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
2024-04-18 19:00:00,4/18/2024 23:15,4/18/2024 18:00,4/18/2024,19,242885.02068000002,21.249104,28311.261112,27216.204923999998,68337.89792,633.387492,14825.777568,457.392172,29416.208868,74156.26043,15.2075,22.7575,14.8725,13.33,3.4499999999999997,23.3,0.105,61072.83,15549.02,2206.67,6756.5,1625.95,17425.66,5010.67,10821.94,1676.41,26.29,31.66,26.84,23.75,13.39,32.69,19.24,60050.759644,14908.342684,19443.25279,17270.356068,8428.808102,20.5,0.0,0.0,0.0,80.55,81.0,2024-04-18 18:53:00,80.1,2024-04-18 18:53:00,58602.05,2024,4,18,19,3,109,0,0.8660254037844388,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419
2024-04-18 20:00:00,4/19/2024 0:15,4/18/2024 19:00,4/18/2024,20,233243.7128,21.293316,29674.228832,28131.545528,70120.4289,678.6607,14825.12548,1439.7396119999999,8437.062788,80055.64227,14.975,21.82,14.852500000000001,13.035,5.8225,22.3975,2.1575,58602.05,14919.02,2156.93,6641.62,1571.76,16576.31,4735.92,10574.64,1425.85,50.76,52.79,52.25,48.03,35.79,54.07,54.11,58032.429443,14405.494544,18742.44713,16639.284285,8245.203485,20.9,0.0,0.0,0.0,,,,78.1,2024-04-18 19:53:00,57540.59,2024,4,18,20,3,109,0,0.8660254037844388,-0.4999999999999998,-0.8660254037844386,0.5,0.43388373911755823,-0.900968867902419
2024-04-18 21:00:00,4/19/2024 1:15,4/18/2024 20:00,4/18/2024,21,229321.43005999998,21.298844000000003,29655.487248,28324.374248,71460.69105,476.763952,14822.316512,426.362412,95.365528,84372.32691,17.3325,21.9625,17.2025,16.28,11.4925,21.465,9.0975,57540.59,14669.15,2085.53,6510.03,1546.04,16196.94,4758.14,10409.09,1365.67,37.91,38.94,39.87,34.83,19.78,40.55,45.14,57125.849609,14211.349363,18482.193595,16266.006255,8166.300397,70.0,0.0,0.0,0.0,,75.0,2024-04-18 20:53:00,,,55450.66,2024,4,18,21,3,109,0,0.8660254037844388,-0.4999999999999998,-0.7071067811865477,0.7071067811865475,0.43388373911755823,-0.900968867902419
2024-04-18 22:00:00,4/19/2024 2:15,4/18/2024 21:00,4/18/2024,22,220911.52242,21.268504,27063.947524,25446.810372,69302.2101,104.73576800000001,14821.67034,166.10202,0.05402,84383.89134,13.41,18.5075,13.342500000000001,12.252500000000001,7.365,17.5925,5.0175,55450.66,14171.52,1996.39,6448.09,1510.84,15378.9,4695.38,9936.64,1312.9,22.69,24.92,23.95,20.15,6.16,26.28,24.43,55479.220215,13743.710581,17920.604921,15630.488081,8184.416632,69.799995,0.0,0.0,0.0,71.5,70.0,2024-04-18 21:53:00,73.0,2024-04-18 21:53:00,51918.64,2024,4,18,22,3,109,0,0.8660254037844388,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
2024-04-18 23:00:00,4/19/2024 3:15,4/18/2024 22:00,4/18/2024,23,206826.71017,21.253924,21980.098736,20710.504968,68178.87226,103.15495200000001,14806.679447999999,285.301828,0.092284,80991.49117,10.43,15.5175,10.425,8.975,4.04,15.5575,1.655,51918.64,13443.06,1861.44,6387.2,1412.94,13912.53,4457.92,9228.22,1215.33,17.16,19.79,17.96,15.15,5.55,20.85,16.04,52409.680176,13031.237485,16694.716383,14631.615762,8052.110546,69.5,0.0,0.0,0.0,71.5,68.0,2024-04-18 22:53:00,75.0,2024-04-18 22:53:00,47839.72,2024,4,18,23,3,109,0,0.8660254037844388,-0.4999999999999998,-0.2588190451025215,0.9659258262890681,0.43388373911755823,-0.900968867902419
2024-04-19 00:00:00,4/19/2024 4:15,4/18/2024 23:00,4/18/2024,24,190601.69216,21.26212,19451.04992,15531.011984,66180.85422000001,103.526332,14807.631824,264.508712,0.003576,74453.47572,11.2625,15.0775,11.2575,10.165,6.4575000000000005,15.12,4.665,47839.72,12625.8,1671.9,6309.75,1342.29,12322.03,4029.39,8397.69,1140.88,12.72,14.64,13.31,11.28,3.78,15.25,12.09,49088.779541,12254.764466,15429.65257,13516.267546,7888.094959,69.5,0.0,0.0,0.0,68.45,64.9,2024-04-18 23:53:00,72.0,2024-04-18 23:53:00,44708.9,2024,4,19,0,4,110,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,-0.433883739117558,-0.9009688679024191
2024-04-19 01:00:00,4/19/2024 5:15,4/19/2024 0:00,4/19/2024,1,177994.54187000002,33.314356,19249.092732,14420.118516,61931.2358,103.403308,14810.929,88.548668,0.001368,67803.54043,15.1375,15.245000000000001,15.135,15.135,15.057500000000001,15.145,15.0175,44708.9,11915.05,1543.64,6219.3,1309.3,11129.26,3791.01,7706.04,1095.29,8.76,11.39,9.37,7.0,3.18,12.24,6.84,44175.858032,11418.117922,13135.955697,12124.877984,7496.90643,69.900002,0.0,0.0,0.0,68.45,63.0,2024-04-19 00:53:00,73.9,2024-04-19 00:53:00,42552.51,2024,4,19,1,4,110,0,0.8660254037844388,-0.4999999999999998,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
2024-04-19 02:00:00,4/19/2024 6:15,4/19/2024 1:00,4/19/2024,2,169269.71847,33.337212,18771.224944,11514.5835,57618.16681,101.326312,14813.000132,180.681164,0.0012000000000000001,66883.26901,11.807500000000001,12.095,11.7625,12.095,12.095,10.7575,12.095,42552.51,11391.11,1446.8,6205.36,1263.92,10359.06,3598.12,7243.27,1044.86,7.61,9.49,8.22,6.08,3.94,10.36,6.93,42252.470886,11037.399517,12389.706651,11348.262034,7477.102684,69.900002,0.0,0.0,0.0,66.6,62.1,2024-04-19 01:53:00,71.1,2024-04-19 01:53:00,41272.56,2024,4,19,2,4,110,0,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-04-19 03:00:00,4/19/2024 7:15,4/19/2024 2:00,4/19/2024,3,163693.47385,33.347104,18683.377708,9528.06382,55509.21024,102.030108,14815.707748,113.106504,0.004888,66125.68469,10.9625,11.085,10.9625,10.925,10.805,11.09,10.7475,41272.56,11035.46,1432.0,6240.94,1240.39,9860.6,3487.75,6975.71,999.71,7.49,8.49,8.3,5.92,4.46,9.58,9.22,41059.092834,10806.689134,11825.843168,10933.021675,7493.538858,69.400002,0.0,0.0,0.0,66.5,61.0,2024-04-19 02:53:00,72.0,2024-04-19 02:53:00,40433.95,2024,4,19,3,4,110,0,0.8660254037844388,-0.4999999999999998,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
2024-04-19 04:00:00,4/19/2024 8:15,4/19/2024 3:00,4/19/2024,4,160760.65969,33.342636,18591.194671999998,8653.502068,52623.86842,101.2807,14817.275276,57.046444,0.00288,66676.97553,7.635,9.5475,7.6375,7.0725,5.2025,9.64,4.297499999999999,40433.95,10908.88,1391.72,6195.59,1207.37,9591.91,3388.55,6767.6,982.32,8.54,8.86,9.1,7.59,6.95,9.53,10.42,40302.45166,10625.202494,11647.557176,10642.496444,7387.195546,69.0,0.0,0.0,0.0,66.55,60.1,2024-04-19 03:53:00,73.0,2024-04-19 03:53:00,40275.68,2024,4,19,4,4,110,0,0.8660254037844388,-0.4999999999999998,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-04-19 05:00:00,4/19/2024 9:15,4/19/2024 4:00,4/19/2024,5,160682.2174,33.360096,18827.479032,8476.126244,51061.999370000005,100.904332,14822.430747999999,36.848356,0.001272,67754.04989,6.355,9.0725,6.3575,5.545,2.8925,9.2025,1.605,40275.68,10945.52,1340.59,6187.89,1195.44,9665.37,3346.44,6636.34,958.09,10.01,9.99,10.68,8.98,8.57,10.81,12.96,40275.126831,10617.14666,11784.807827,10538.694663,7334.477681,68.599998,0.0,0.0,0.0,66.05,60.1,2024-04-19 04:53:00,72.0,2024-04-19 04:42:00,41590.81,2024,4,19,5,4,110,0,0.8660254037844388,-0.4999999999999998,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
2024-04-19 06:00:00,4/19/2024 10:15,4/19/2024 5:00,4/19/2024,6,166211.4994,33.364396,19082.36118,8703.42332,57722.79908,107.952584,14828.756576,189.505544,0.003228,65764.94724000001,8.33,11.1325,8.3325,7.495,4.75,11.27,3.425,41590.81,11351.08,1414.08,6233.07,1227.84,10081.13,3429.27,6859.93,994.41,12.17,12.01,12.89,11.14,10.89,12.84,15.57,41735.986816,10973.28818,12534.79247,10889.380735,7338.525431,36.599998,0.0,0.0,0.0,65.05,60.1,2024-04-19 05:53:00,70.0,2024-04-19 05:53:00,43893.24,2024,4,19,6,4,110,0,0.8660254037844388,-0.4999999999999998,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2024-04-19 07:00:00,4/19/2024 11:15,4/19/2024 6:00,4/19/2024,7,175528.1577,33.352904,20062.423968,11548.373408,64544.93958,108.637088,14827.363148,317.270076,0.319004,64323.62909,13.555,13.9275,13.555,13.442499999999999,13.075,13.9475,12.9,43893.24,11909.79,1526.26,6199.04,1314.76,10958.58,3633.14,7292.77,1058.92,18.36,20.07,19.72,16.0,15.67,20.83,21.97,44592.651001,11501.046887,13860.115687,11749.520224,7481.968204,41.5,0.0,0.0,0.0,64.05,59.0,2024-04-19 06:53:00,69.1,2024-04-19 06:53:00,44893.68,2024,4,19,7,4,110,0,0.8660254037844388,-0.4999999999999998,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2024-04-19 08:00:00,4/19/2024 12:15,4/19/2024 7:00,4/19/2024,8,179570.73663,33.949596,21573.270544,13633.187367999999,66780.7795,108.811348,14832.1575,998.984476,1491.41328,60274.5909,14.4525,14.4525,14.4525,14.4525,14.4525,14.4525,14.4525,44893.68,12095.27,1557.25,6183.22,1365.45,11365.94,3695.02,7514.37,1117.16,17.74,17.74,18.66,16.32,15.84,18.96,21.63,46040.789673,11684.752387,14635.761033,12144.985604,7575.290649,62.5,0.0,0.0,-0.1,66.0,59.0,2024-04-19 07:53:00,73.0,2024-04-19 07:53:00,45609.08,2024,4,19,8,4,110,0,0.8660254037844388,-0.4999999999999998,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2024-04-19 09:00:00,4/19/2024 13:15,4/19/2024 8:00,4/19/2024,9,182340.59181,34.273179999999996,22070.773432,15989.149692,67164.40976000001,103.513972,14831.026688,456.08171200000004,9871.552944000001,52222.692070000005,15.09,15.09,15.09,15.09,15.09,15.09,15.09,45609.08,12444.07,1562.24,6228.02,1383.83,11507.9,3792.8,7580.55,1109.68,15.81,15.82,16.56,14.62,14.75,16.9,18.91,47083.550049,12024.747548,14929.104615,12381.669997,7748.027889,56.099998,0.0,0.0,0.0,67.0,59.0,2024-04-19 08:53:00,75.0,2024-04-19 08:53:00,46990.05,2024,4,19,9,4,110,0,0.8660254037844388,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
2024-04-19 10:00:00,4/19/2024 15:00,4/19/2024 9:45,4/19/2024,10,187586.90291,34.685428,22198.866031999998,14607.234624,67775.13772,102.641348,14830.436979999999,559.925612,17182.237428,51015.92665,15.129999999999999,15.129999999999999,15.129999999999999,15.129999999999999,15.129999999999999,15.129999999999999,15.129999999999999,46990.05,13074.9,1604.41,6269.18,1402.22,11796.55,3986.06,7717.16,1139.56,15.75,16.72,16.28,14.87,15.03,16.56,16.96,48559.990356,12592.74992,15297.803598,12827.410756,7842.026082,32.799999,0.0,0.0,0.0,69.1,60.1,2024-04-19 09:53:00,78.1,2024-04-19 09:53:00,48419.51,2024,4,19,10,4,110,0,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-04-19 11:00:00,4/19/2024 15:15,4/19/2024 10:00,4/19/2024,11,193217.81875,34.766512,22860.69054,17003.082496000003,70403.87609,109.123384,14829.330812,511.681824,22404.449944,45977.86062,16.627499999999998,16.627499999999998,16.627499999999998,16.627499999999998,16.627499999999998,16.627499999999998,16.627499999999998,48419.51,13917.57,1641.02,6298.87,1411.24,12021.64,4196.79,7789.51,1142.88,17.03,19.02,17.57,16.06,16.29,17.91,17.27,49561.349854,13208.165972,15431.726742,13082.836291,7838.620848,37.700001,0.0,0.0,0.0,70.55,61.0,2024-04-19 10:53:00,80.1,2024-04-19 10:53:00,49489.92,2024,4,19,11,4,110,0,0.8660254037844388,-0.4999999999999998,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
2024-04-19 12:00:00,4/19/2024 16:15,4/19/2024 11:00,4/19/2024,12,197853.47211,34.850752,26211.66954,20132.376368,72498.32289000001,99.20344800000001,14827.369827999999,1030.8394560000002,29357.114336,34105.8174,24.82,24.82,24.82,24.82,24.82,24.82,24.82,49489.92,14662.46,1722.89,6379.42,1403.51,12005.84,4402.67,7791.51,1121.62,16.17,19.37,17.05,14.54,14.95,17.72,16.58,50346.170288,13802.438182,15365.080319,13342.048741,7836.603046,58.599998,0.0,0.0,0.0,72.5,62.1,2024-04-19 11:53:00,82.9,2024-04-19 11:53:00,50605.44,2024,4,19,12,4,110,0,0.8660254037844388,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-04-19 13:00:00,4/19/2024 17:15,4/19/2024 12:00,4/19/2024,13,201546.66767,34.85078,31514.2874,24056.743523999998,72608.93280000001,96.65042,14825.65828,937.285236,35013.667024,23649.071956,30.39,30.39,30.39,30.39,30.39,30.39,30.39,50605.44,15283.67,1756.64,6419.06,1392.6,12018.71,4618.85,7980.52,1135.39,16.98,21.32,18.1,14.97,15.5,18.69,17.43,51055.850098,14318.746295,15316.017505,13594.66346,7826.422838,69.5,0.0,0.0,0.0,73.45,64.0,2024-04-19 12:53:00,82.9,2024-04-19 12:53:00,51568.13,2024,4,19,13,4,110,0,0.8660254037844388,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
2024-04-19 14:00:00,4/19/2024 18:15,4/19/2024 13:00,4/19/2024,14,205187.88722,34.844108,31208.167648000002,26996.040464,72041.56104999999,98.209752,14814.606848,260.369376,41021.660014,20233.511288,24.207500000000003,24.207500000000003,24.207500000000003,24.207500000000003,24.207500000000003,24.207500000000003,24.207500000000003,51568.13,15571.56,1805.93,6546.69,1403.43,12019.36,4868.8,8228.51,1123.85,17.65,23.21,18.95,15.38,15.97,19.28,17.93,51768.120728,14913.045241,15211.791173,13850.99763,7792.286684,69.400002,0.0,0.0,0.0,74.0,66.0,2024-04-19 13:53:00,82.0,2024-04-19 13:53:00,51612.72,2024,4,19,14,4,110,0,0.8660254037844388,-0.4999999999999998,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-04-19 15:00:00,4/19/2024 19:15,4/19/2024 14:00,4/19/2024,15,205840.30886,34.827724,25667.101651999998,26820.244812,69751.67328,117.868872,14807.735904,262.457364,48184.322700000004,21226.304908,15.682500000000001,15.682500000000001,15.682500000000001,15.682500000000001,15.682500000000001,15.682500000000001,15.682500000000001,51612.72,15469.12,1826.86,6431.86,1398.5,11972.58,5061.1,8292.68,1160.02,20.11,26.9,21.61,17.58,18.3,21.58,20.4,52142.479736,15320.756936,15033.645169,14117.598706,7670.478925,66.299995,0.0,0.0,0.0,74.45,66.9,2024-04-19 14:53:00,82.0,2024-04-19 14:53:00,52026.17,2024,4,19,15,4,110,0,0.8660254037844388,-0.4999999999999998,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
2024-04-19 16:00:00,4/19/2024 20:15,4/19/2024 15:00,4/19/2024,16,207854.78357,34.839068,25435.22976,27610.62074,72214.3869,283.63122799999996,14800.838332,558.877752,44090.01184,23614.24272,19.87,19.87,19.87,19.87,19.87,19.87,19.87,52026.17,15578.25,1844.08,6396.19,1401.72,12140.74,5134.09,8410.72,1120.38,23.37,32.69,25.02,20.99,21.33,22.94,23.46,52354.899292,15634.779139,14857.540836,14287.901571,7574.677746,69.599998,0.0,0.0,0.0,75.05,69.1,2024-04-19 15:53:00,81.0,2024-04-19 15:53:00,52691.71,2024,4,19,16,4,110,0,0.8660254037844388,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-04-19 17:00:00,4/19/2024 21:15,4/19/2024 16:00,4/19/2024,17,210248.75285,34.852903999999995,28953.080884,28663.829864,73553.17126,353.31372799999997,14797.567384,674.5445599999999,38246.175793999995,25620.39428,21.5825,21.5725,21.5825,21.5875,21.6,21.5575,21.6075,52691.71,15642.05,1814.45,6415.94,1407.12,12531.79,5271.43,8499.01,1109.92,30.56,38.1,32.47,27.7,27.6,31.17,32.9,52710.450073,15777.782572,14843.77279,14454.230031,7634.66468,40.599998,0.0,0.0,0.0,75.05,69.1,2024-04-19 16:53:00,81.0,2024-04-19 16:53:00,52867.52,2024,4,19,17,4,110,0,0.8660254037844388,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2024-04-19 18:00:00,4/19/2024 22:15,4/19/2024 17:00,4/19/2024,18,210645.57798,34.89574,32298.526544,32509.750568,73930.88285,506.632256,14798.675804,628.168836,28563.161551999998,27909.70346,25.16,25.1575,25.16,25.16,25.16,25.1575,25.162499999999998,52867.52,15584.21,1818.97,6452.11,1399.77,12628.03,5238.37,8660.65,1085.4,35.29,40.42,36.85,33.5,33.18,33.93,39.54,52742.57019,15633.633385,14905.032197,14476.638442,7727.266166,69.599998,0.0,0.0,0.0,75.05,69.1,2024-04-19 17:53:00,81.0,2024-04-19 17:53:00,51969.06,2024,4,19,18,4,110,0,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
2024-04-19 19:00:00,4/19/2024 23:15,4/19/2024 18:00,4/19/2024,19,206527.9157,34.894908,33618.10336,34576.2194,73883.60668,431.799304,14799.259376,656.8387399999999,15895.404664,32849.899812,23.5675,23.5075,23.5075,23.875,24.009999999999998,22.555,24.085,51969.06,15073.01,1793.14,6468.69,1387.45,12444.79,5167.75,8547.03,1087.2,38.17,38.47,41.26,34.2,31.68,38.98,53.4,51578.869751,14965.580254,14686.931687,14167.996318,7758.361493,69.299995,0.0,0.0,-218.800003,74.05,68.0,2024-04-19 18:53:00,80.1,2024-04-19 18:53:00,51103.31,2024,4,19,19,4,110,0,0.8660254037844388,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
2024-04-19 20:00:00,4/20/2024 0:15,4/19/2024 19:00,4/19/2024,20,203006.86306,34.90684,35581.327132,36258.879608,74090.14556,330.872384,14803.860368,1750.324372,4087.881108,36389.736271999995,31.48,31.3425,31.3325,32.25,32.5875,28.97,32.7775,51103.31,14639.05,1755.68,6499.98,1376.22,12322.1,5003.94,8415.24,1091.1,61.66,61.25,65.43,57.24,49.68,61.36,81.88,50227.419434,14295.661876,14488.309685,13717.422898,7726.024975,69.799995,0.0,0.0,-218.800003,72.5,66.9,2024-04-19 19:53:00,78.1,2024-04-19 19:53:00,51091.55,2024,4,19,20,4,110,0,0.8660254037844388,-0.4999999999999998,-0.8660254037844386,0.5,-0.433883739117558,-0.9009688679024191
